n°,titre_initiative,resume_initiative,tag_besoin_niv1_code,tag_besoin_niv2_code,tag_produit_niv1_code,tag_produit_niv2_code,tag_structure_niv1_code,nom_structure,url_initiative,contact_mail,contact_tel,materiel_utilise,machine_utilisee,capacite_production,version,adresse,code_postal,ville,pays,url_illustration,commentaires,source,est_actif,langue,auteur_data,validation,notes_validation,a_publier,date_maj
9,💪 Mission disponible | Aider des agriculteurs,"""Mobilisons-nous pour sécuriser nos assiettes""

Le Covid-19 impacte aussi l'agriculture !
La main d'oeuvre manque plus que jamais. Il est nécessaire de se mobiliser pour subvenir aux besoins alimentaires de la population.",NUMERIQUE,PROTECTION,APP,NR,NR,Des bras pour ton assiette !,👉 https://desbraspourtonassiette.wizi.farm/,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://desbraspourtonassiette.wizi.farm/,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
10,💲 Appel aux dons - Croix-Rouge  Secours Populaire  etc. | Recensement des appels aux dons des grandes associations,,NUMERIQUE,PROTECTION,APP,NR,NR,Croix-Rouge  Secours Populaire  etc.,👉 https://commentaider.fr/category/associations-nationales/,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://commentaider.fr/category/associations-nationales/,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
11,💪 Mission disponible | Hackathon en ligne ouvert à tout.es,The CoronaVirus Hackathon will take place on April 9 & 10 (5 hours/day). This will be a two-day exclusive online 'Open Innovation' event to inspire every citizen to think of real solutions to the aftermath of the Coronavirus crisis. The winning teams will get the opportunity to present their solutions to investors  philanthropic funds & policymakers  and make a change. Apply HERE (deadline is April 3).,NUMERIQUE,PROTECTION,APP,NR,NR,The Coronavirus Hackathon,"👉 https://www.thecoronavirushackathon.com/
👉 https://www.f6s.com/thecoronavirushackathon/apply
",,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,"👉 https://www.thecoronavirushackathon.com/
👉 https://www.f6s.com/thecoronavirushackathon/apply
",https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
12,💲 Appel aux dons - Fondation Abbé Pierre & Emmaüs Solidarité | Financer la distribution alimentaire aux personnes les plus fragiles,Face au virus  les personnes à la rue sont en danger. Parce qu’elles sont plus fragiles pour lutter contre la maladie  parce qu’elles sont isolées  parce que les services qui leur permettent de survivre peinent à répondre à la demande. La première urgence est de leur donner la possibilité de se nourrir  le temps que l’on reconstruise des solutions plus pérennes. La Fondation Abbé Pierre et Emmaüs Solidarité ont besoin de vous pour financer des tickets-service par dizaines de milliers. Nos salariés et bénévoles distribueront ces tickets aux personnes dans le besoin; elles pourront ainsi acheter de quoi manger dans les magasins qui peuvent rester ouverts. Aidez-nous à les aider  c’est une question de survie.,NUMERIQUE,PROTECTION,APP,NR,NR,Fondation Abbé Pierre & Emmaüs Solidarité,👉 https://don.fondationabbepierre.org/survivre/~mon-don?_cv=1,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://don.fondationabbepierre.org/survivre/~mon-don?_cv=1,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
13,🎈 Plateforme de missions | Devenir volontaire ou référencer un projet qui répond à la crise du covid19,New or established projects helping with the COVID-19 crisis that need help. Volunteer yourself or create a new one. Sign up to volunteer.,NUMERIQUE,PROTECTION,APP,NR,NR,Help with covid,👉 https://helpwithcovid.com/,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://helpwithcovid.com/,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
14,🎈 Plateforme de missions | Participer à la solidarité avec ses compétences web,De nombreuses associations nous font part de leurs besoins web : aidez-les !,NUMERIQUE,PROTECTION,APP,NR,NR,Webassoc.org,👉 https://www.webassoc.org/pros-du-web/besoins-des-assos/,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://www.webassoc.org/pros-du-web/besoins-des-assos/,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
15,🎈 Plateforme de missions | Faire du télébénévolat pour tous,Benevolt se transforme pendant cette crise sanitaire  nous proposons à chacun de s'engager en télébénevolat ou sur les missions d'urgence.,NUMERIQUE,PROTECTION,APP,NR,NR,Benevolt,👉 http://www.benevolt.fr,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 http://www.benevolt.fr,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
16,💪 Mission disponible | Référencer des solutions numériques pour les personnes en situation de handicap,"La commission Handicap et Numérique de la Mêlée référence l'ensemble des solutions numériques ou initiatives permettant d'informer les personnes en situation de handicap concernant les mesures pendant COVID19 ( adapter le discours  le rendre compréhensible et accessible  traduire les informations  simplifier ...)  ainsi que les solutions numériques permettant de maintenir le contact ou adapter le numérique. 

Ici quelques exemples : 

Information sur le coronavirus en Français simplifié : https://www.gouvernement.fr/info-coronavirus/francais-simplifie-falc
Parler du coronavirus à des enfants atypiques : https://youtu.be/DdX-6uRkRbo
Une infographie pour expliquer les gestes simples contre le coronavirus : https://santebd.org/wp-content/themes/SanteBD_v2_0/files/kits/poster_a1_virus.pdf
Pensez à adapter vos sites internet ou vos solutions de télétravail avec http://www.numanis.net/ ",NUMERIQUE,PROTECTION,APP,NR,NR,La commission Handicap et Numérique de la Mêlée,👉 handicapetnum@lamelee.com,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 handicapetnum@lamelee.com,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
17,💲 Appel aux dons - Siel Bleu | Ensemble  boxons le Coronavirus !,"Pour qu'un virus n'empêche pas Siel Bleu d'accompagner les plus fragiles pour le siècle à venir...

Depuis 22 ans  l'Association Siel Bleu accompagne les plus fragiles pour leur redonner le sourire et améliorer leur santé avec des solutions préventives universelles (l'activité physique adaptée  la diététique et les soins de supports au sens large).

Aujourd'hui  un grain de sable inattendu met en péril cette aventure et les 700 Sielbleusiens qui se lèvent le matin pour mettre en mouvement 140 000 personnes qui en ont besoin.

Ce grain de sable  c'est le COVID-19. Depuis son arrivée en France  les mesures de protection des plus fragiles et le confinement empêchent Siel Bleu d'intervenir auprès des personnes dans les Maisons de Retraite et tous les lieux où l'association agit.

Comme notre président l'a dit : nous sommes en guerre... Alors partons au combat   avec nos armes habituelles : le sourire  le mouvement  la douceur  le professionnalisme et la simplicité !  Soyons solidaires et inventons des manières douces de tenir pendant cette période. 

Soutenez-nous et mettons tout en oeuvre pour ajouter de la vie aux années aujourd'hui et pour les siècles à venir... Nous avons besoin de vous... plus que jamais !
Restons soudés et faisons un joli pied de nez au coronavirus  comme les grimaces de nos jeunes malades qui partent en séjour avec Siel Bleu... ",NUMERIQUE,PROTECTION,APP,NR,NR,Siel Bleu,👉 https://www.helloasso.com/associations/siel%20bleu/collectes/urgence-pour-le-sourire-siel-bleu,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://www.helloasso.com/associations/siel%20bleu/collectes/urgence-pour-le-sourire-siel-bleu,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
18,💪 Mission disponible | Développer une plateforme pour soulager la trésorerie des restaurateurs,"L'idée : une plateforme qui permettrait aux restaurateurs de proposer à leurs clients l’achat de « bon repas pour le futur » afin de leur dégager un peu de trésorerie en cette période difficile 

Il faudrait au plus vite monter une landing page avec formulaire ou plateforme qui permette aux restaurateurs de s’inscrire pour avoir un endroit où seront agrégés tous les restaurants participants à l’action. Il faut également trouver un moyen simple pour que les clients puissent payer ces  « bons repas » de manière dématerialisée avec le moins de frais possible. ",NUMERIQUE,PROTECTION,APP,NR,NR,Uni-médias (Bottin Gourmand),👉 Contacter latapiemarie@hotmail.fr,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 Contacter latapiemarie@hotmail.fr,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
19,✅ Mission accomplie | Développer une plateforme pour gérer la disponibilité des lits d'hôpital,"23/03 :
Besoin urgent de devs pour un projet de plate-forme pour gérer les dispo des lits d'hôpital. Le projet cherche un dev back-end nodejs dispo au moins les 2 prochains jours  et un dev front angular dispo idéalement des demain matin pour une demi-journée environ.",NUMERIQUE,PROTECTION,APP,NR,NR,Hacking Health Camp 2020,👉 Rejoindre le Slack : http://bit.ly/2xHdgE9 (channel #realtimebedavailability),,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 Rejoindre le Slack : http://bit.ly/2xHdgE9 (channel #realtimebedavailability),https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
20,✅ Mission accomplie | Créer une base documentaire sur le COVID-19 pour les professionnels de santé,"23/03 :
Un projet soumis par un personnel hospitalier a besoin de devs ! Compétences recherchées : back et front web / bases de données. Ca pourrait sans doute être réalisé très vite en python django  mais d'autres technos sont possibles.
Il y a déjà un premier travail qui a été réalisé  mais qui ne répond pas tout à fait au besoin  en particulier en matière d'ergonomie. Deux options : refaire from scratch ou discuter avec ceux qui ont fait la première version pour modifier avec eux.

19/03 :
""Je recueille actuellement les recommandations des différentes sociétés savantes et les articles scientifiques médicaux sur le réseau de mon groupe hospitalier pour aider les médecins à accéder à l'information sans qu'ils aient besoin d'aller sur tout un tas de sites différents. La clinique privée  qui va venir en renfort  m'a déjà demandé si elle pouvait accéder à cette base documentaire.  Auriez-vous une solution à proposer pour mettre à disposition des médecins cette base documentaire ? A ce jour  j'ai un tableau Excel de synthèse des documents et des dossiers avec les documents en pdf.""",NUMERIQUE,PROTECTION,APP,NR,NR,Covid Data,"👉 Voir la première implémentation : https://covid-data.fr
👉 En parler sur Slack : https://dataagainstcovid-19.slack.com/join/shared_invite/zt-cgsplso2-LIvWeRHlf1ZFIrh~SPj~IA (channel #wp-knw-base-doc-medicale)",,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,"👉 Voir la première implémentation : https://covid-data.fr
👉 En parler sur Slack : https://dataagainstcovid-19.slack.com/join/shared_invite/zt-cgsplso2-LIvWeRHlf1ZFIrh~SPj~IA (channel #wp-knw-base-doc-medicale)",https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
21,💲 Appel aux dons - Fondation de France | Solidarité pour aider les soignants  les chercheurs et les plus fragiles,,NUMERIQUE,PROTECTION,APP,NR,NR,Fondation de France,👉 https://www.fondationdefrance.org/fr/coronavirus-mobilisation-fondation-de-france,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://www.fondationdefrance.org/fr/coronavirus-mobilisation-fondation-de-france,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
22,💲 Appel aux dons - AP-HP | Fonds d’urgence Coronavirus Covid-19,,NUMERIQUE,PROTECTION,APP,NR,NR,AP-HP,👉 https://soutenir.fondationaphp.fr/coronavirus/~mon-don,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://soutenir.fondationaphp.fr/coronavirus/~mon-don,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
23,🎈 Plateforme de missions | Contribuer à des projets liés aux données autour du Covid-19,"L’enjeu de ce groupe est de :
A. Court terme: alerter la population sur l’état de la situation avec des chiffres fiables et précis
B. Long terme: constituer une base de donnée complète pour aider les médecins/chercheurs/épidémiologistes dans leur travail",NUMERIQUE,PROTECTION,APP,NR,NR,https://veille-coronavirus.fr/,"👉 Contribuer au repo : https://github.com/opencovid19-fr
👉 Rejoindre le Slack : https://dataagainstcovid-19.slack.com/join/shared_invite/zt-cgsplso2-LIvWeRHlf1ZFIrh~SPj~IA",,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,"👉 Contribuer au repo : https://github.com/opencovid19-fr
👉 Rejoindre le Slack : https://dataagainstcovid-19.slack.com/join/shared_invite/zt-cgsplso2-LIvWeRHlf1ZFIrh~SPj~IA",https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
24,🎈 Plateforme de missions | Devenir volontaire pour aider l'AP-HP pendant la crise COVID19,,NUMERIQUE,PROTECTION,APP,NR,NR,AP-HP,👉 Remplir le formulaire d'appel à volontariat : https://forms.gle/kVaXZzLr86kev1RdA,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 Remplir le formulaire d'appel à volontariat : https://forms.gle/kVaXZzLr86kev1RdA,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
25,💪 Mission disponible | Design a low-cost  simple  easy-to-use and easy-to-build ventilator,"With potentially 70% of the population on the brink of being infected by COVID-19  our worldwide health care systems will be strained beyond their limits. Even now  there aren't enough ventilators to save everyone who needs respiratory support  and doctors are having to make agonizing decisions about who to save. Our modern world provides the means to produce these life-saving ventilators thanks to widespread rapid manufacturing tools—3D printers  CNC machines— combined with low-cost computers (i.e. smartphones  Arduinos  etc.)  but what we're missing is a design.

We need YOU to design a simple  maintainable  easy-to-manufacture ventilator to provide life support to COVID patients anywhere in the world.

The top three designs will be available for free download to anyone who needs them  saving lives immediately.
Start now  we have no time to lose!​",NUMERIQUE,PROTECTION,APP,NR,NR,Code Life Ventilator Challenge,👉 https://www.agorize.com/en/challenges/code-life-challenge,,,,,,,,,,FRANCE,https://raw.githubusercontent.com/co-demos/covid-viz/master/graphisme/covid-illustrations/illu_info.png?raw=true,👉 https://www.agorize.com/en/challenges/code-life-challenge,https://docs.google.com/spreadsheets/d/11ZFnEuAXcy1ULtQxNobgbA-PK5uEqwAIHxPUiP9oq4I/edit?usp=sharing,,fr,JPy,NR,,OUI,04/02/2020
